exp_id,(match_percentage) for 1/30/2025,(match_percentage) for 2/18/2025,(match_percentage) for 2/5/2025,UniqueConcatenate(Protocol)
220370,72,45,90,Affinity_Wilmington
220376,80,64,87,Affinity_Wilmington
220380,67,47,91,Affinity_Wilmington
220439,80,62,95,Affinity_Wilmington
220440,80,64,87,Affinity_Wilmington
220442,71,45,96,Affinity_Wilmington
220451,11,84,40,Affinity_Wilmington
220453,77,55,95,Affinity_Wilmington
220472,91,88,96,Affinity_Wilmington
220571,71,45,96,Affinity_Wilmington
220614,85,68,96,Affinity_Wilmington
220691,84,61,95,Affinity_Wilmington
220735,73,39,96,Affinity_Wilmington
220897,75,60,92,Affinity_Wilmington
220928,75,67,93,Affinity_Wilmington
220943,23,71,95,Affinity_Wilmington
221010,94,10,93,Affinity_Wilmington
221170,74,70,96,Affinity_Wilmington
221172,86,67,93,Affinity_Wilmington
221185,88,72,88,Affinity_Wilmington
221189,81,76,96,Affinity_Wilmington
221219,86,71,96,Affinity_Wilmington
221229,88,73,88,Affinity_Wilmington
221421,67,43,88,Affinity_Wilmington
221671,81,73,96,Affinity_Wilmington
221730,82,74,72,Affinity_Wilmington
221731,82,22,72,Affinity_Wilmington
221750,81,69,95,Affinity_Wilmington
221881,91,88,96,Affinity_Wilmington
221884,85,58,95,Affinity_Wilmington
221893,86,76,93,Affinity_Wilmington
221894,87,63,96,Affinity_Wilmington
221896,79,75,95,Affinity_Wilmington
221898,67,52,66,Affinity_Wilmington
221974,54,37,90,Affinity_Wilmington
221988,82,22,72,Affinity_Wilmington
222038,87,68,81,Affinity_Wilmington
222040,85,79,96,Affinity_Wilmington
222111,90,86,96,Affinity_Wilmington
222126,72,68,94,Affinity_Wilmington
222252,81,63,96,Affinity_Wilmington
222327,82,63,96,Affinity_Wilmington
222328,80,70,86,Affinity_Wilmington
222439,85,25,96,Affinity_Wilmington
222554,86,67,96,Affinity_Wilmington
222555,86,76,86,Affinity_Wilmington
222558,78,23,95,Affinity_Wilmington
222682,80,70,86,Affinity_Wilmington
222685,88,37,96,Affinity_Wilmington
222707,93,44,69,Affinity_Wilmington
222752,69,24,96,Affinity_Wilmington
222887,92,25,47,Affinity_Wilmington
222927,86,73,94,Affinity_Wilmington
223049,78,69,96,Affinity_Wilmington
223054,89,84,95,Affinity_Wilmington
223067,88,83,94,Affinity_Wilmington
223160,88,61,79,Affinity_Wilmington
223167,78,71,96,Affinity_Wilmington
223207,71,57,96,Affinity_Wilmington
223331,89,73,91,Affinity_Wilmington
223334,81,46,96,Affinity_Wilmington
223336,81,52,95,Affinity_Wilmington
223347,87,78,95,Affinity_Wilmington
223359,86,76,93,Affinity_Wilmington
223363,78,38,95,Affinity_Wilmington
223379,75,73,94,Affinity_Wilmington
223411,87,58,96,Affinity_Wilmington
223412,87,58,96,Affinity_Wilmington
223413,87,68,96,Affinity_Wilmington
223421,86,79,96,Affinity_Wilmington
223429,84,78,96,Affinity_Wilmington
223434,87,82,96,Affinity_Wilmington
223562,87,78,96,Affinity_Wilmington
223590,90,85,96,Affinity_Wilmington
223591,89,85,94,Affinity_Wilmington
223598,88,50,95,Affinity_Wilmington
223613,84,76,96,Affinity_Wilmington
223614,90,84,94,Affinity_Wilmington
223615,90,84,94,Affinity_Wilmington
223616,89,85,94,Affinity_Wilmington
223618,91,87,96,Affinity_Wilmington
223669,84,78,96,Affinity_Wilmington
223675,80,68,40,Affinity_Wilmington
223722,91,86,87,Affinity_Wilmington
223723,79,66,96,Affinity_Wilmington
223725,77,49,86,Affinity_Wilmington
223726,81,69,96,Affinity_Wilmington
223736,90,87,96,Affinity_Wilmington
223739,74,70,95,Affinity_Wilmington
223740,87,79,95,Affinity_Wilmington
223742,89,86,96,Affinity_Wilmington
223743,90,86,96,Affinity_Wilmington
223972,81,77,96,Affinity_Wilmington
223976,68,28,96,Affinity_Wilmington
223997,88,81,89,Affinity_Wilmington
224055,87,79,96,Affinity_Wilmington
224114,86,72,94,Affinity_Wilmington
224128,84,80,87,Affinity_Wilmington
224149,78,64,75,Affinity_Wilmington
224152,86,56,96,Affinity_Wilmington
224153,89,83,96,Affinity_Wilmington
224287,90,84,94,Affinity_Wilmington
224289,90,79,96,Affinity_Wilmington
224292,86,79,95,Affinity_Wilmington
224293,84,76,96,Affinity_Wilmington
224295,83,77,87,Affinity_Wilmington
224331,29,16,96,Affinity_Wilmington
224342,85,78,96,Affinity_Wilmington
224458,84,68,96,Affinity_Wilmington
224467,96,86,95,Affinity_Wilmington
224576,65,53,96,Affinity_Wilmington
224578,88,77,96,Affinity_Wilmington
224674,87,79,96,Affinity_Wilmington
224675,89,86,96,Affinity_Wilmington
224680,67,52,92,Affinity_Wilmington
224854,88,12,89,Affinity_Wilmington
224856,87,75,96,Affinity_Wilmington
224875,80,54,92,Affinity_Wilmington
224886,83,68,85,Affinity_Wilmington
225014,85,72,94,Affinity_Wilmington
225048,69,52,90,Affinity_Wilmington
225049,70,57,94,Affinity_Wilmington
225095,85,60,85,Affinity_Wilmington
225151,82,73,87,Affinity_Wilmington
225237,88,78,95,Affinity_Wilmington
225249,84,74,89,Affinity_Wilmington
225307,80,69,85,Affinity_Wilmington
225330,77,59,96,Affinity_Wilmington
225333,72,69,95,Affinity_Wilmington
225336,77,70,96,Affinity_Wilmington
225382,86,76,93,Affinity_Wilmington
225389,86,77,95,Affinity_Wilmington
225431,77,52,93,Affinity_Wilmington
225477,88,84,96,Affinity_Wilmington
225489,89,79,89,Affinity_Wilmington
225572,82,78,96,Affinity_Wilmington
225656,87,82,95,Affinity_Wilmington
225752,66,71,82,Affinity_Wilmington
225789,80,66,91,Affinity_Wilmington
225790,80,74,87,Affinity_Wilmington
225952,85,76,96,Affinity_Wilmington
225971,88,74,94,Affinity_Wilmington
225973,88,80,96,Affinity_Wilmington
225974,84,61,94,Affinity_Wilmington
225975,73,35,96,Affinity_Wilmington
225977,84,79,84,Affinity_Wilmington
226050,91,85,96,Affinity_Wilmington
226271,77,74,95,Affinity_Wilmington
226274,77,74,95,Affinity_Wilmington
226275,90,79,96,Affinity_Wilmington
226277,90,71,82,Affinity_Wilmington
226278,90,71,91,Affinity_Wilmington
226367,91,87,96,Affinity_Wilmington
226387,81,72,96,Affinity_Wilmington
226389,86,75,94,Affinity_Wilmington
226390,86,75,93,Affinity_Wilmington
226427,91,87,96,Affinity_Wilmington
226430,80,69,92,Affinity_Wilmington
226474,83,51,95,Affinity_Wilmington
226477,88,63,96,Affinity_Wilmington
226498,90,78,96,Affinity_Wilmington
226512,76,68,88,Affinity_Wilmington
226515,84,16,96,Affinity_Wilmington
226569,87,81,96,Affinity_Wilmington
226628,84,75,96,Affinity_Wilmington
226655,87,76,96,Affinity_Wilmington
226683,82,65,84,Affinity_Wilmington
226715,86,79,91,Affinity_Wilmington
226792,91,87,96,Affinity_Wilmington
226850,12,28,75,Affinity_Wilmington
226903,85,71,96,Affinity_Wilmington
227037,86,76,89,Affinity_Wilmington
227043,82,78,96,Affinity_Wilmington
227082,72,34,94,Affinity_Wilmington
227096,87,71,82,Affinity_Wilmington
227107,91,86,87,Affinity_Wilmington
227149,91,84,95,Affinity_Wilmington
227151,88,83,95,Affinity_Wilmington
227154,80,69,95,Affinity_Wilmington
227157,81,58,92,Affinity_Wilmington
227158,90,87,96,Affinity_Wilmington
227208,82,64,90,Affinity_Wilmington
227209,86,78,96,Affinity_Wilmington
227257,80,57,96,Affinity_Wilmington
227259,63,45,91,Affinity_Wilmington
227338,88,83,96,Affinity_Wilmington
227349,76,64,92,Affinity_Wilmington
227407,76,51,95,Affinity_Wilmington
227423,89,80,94,Affinity_Wilmington
227510,75,64,92,Affinity_Wilmington
227642,63,58,92,Affinity_Wilmington
227644,89,84,87,Affinity_Wilmington
227659,89,78,87,Affinity_Wilmington
227736,83,16,93,Affinity_Wilmington
227791,85,71,96,Affinity_Wilmington
227869,83,26,96,Affinity_Wilmington
227921,77,61,90,Affinity_Wilmington
227924,88,77,96,Affinity_Wilmington
227925,77,61,90,Affinity_Wilmington
227926,81,66,94,Affinity_Wilmington
227927,82,67,86,Affinity_Wilmington
227928,80,67,95,Affinity_Wilmington
227994,86,78,96,Affinity_Wilmington
227995,86,82,96,Affinity_Wilmington
227996,80,57,96,Affinity_Wilmington
227997,80,57,96,Affinity_Wilmington
228048,85,61,85,Affinity_Wilmington
228053,80,57,96,Affinity_Wilmington
228087,87,68,84,Affinity_Wilmington
228132,81,68,79,Affinity_Wilmington
228188,87,23,96,Affinity_Wilmington
228195,92,88,79,Affinity_Wilmington
228203,80,70,95,Affinity_Wilmington
228206,82,69,96,Affinity_Wilmington
228230,85,79,88,Affinity_Wilmington
228234,81,67,95,Affinity_Wilmington
228235,69,49,95,Affinity_Wilmington
228337,77,60,95,Affinity_Wilmington
228492,82,76,89,Affinity_Wilmington
228504,81,68,88,Affinity_Wilmington
228512,91,86,95,Affinity_Wilmington
228575,74,24,96,Affinity_Wilmington
228597,69,49,88,Affinity_Wilmington
228599,88,85,96,Affinity_Wilmington
228600,80,67,95,Affinity_Wilmington
228601,91,87,95,Affinity_Wilmington
228607,82,73,96,Affinity_Wilmington
228731,58,52,73,Affinity_Wilmington
228753,87,81,94,Affinity_Wilmington
228781,87,65,92,Affinity_Wilmington
228792,81,58,96,Affinity_Wilmington
228834,78,53,96,Affinity_Wilmington
228851,88,71,89,Affinity_Wilmington
228859,93,89,96,Affinity_Wilmington
228890,87,78,95,Affinity_Wilmington
228891,88,83,95,Affinity_Wilmington
228895,88,83,95,Affinity_Wilmington
228942,83,60,92,Affinity_Wilmington
229014,84,77,84,Affinity_Wilmington
229022,87,28,96,Affinity_Wilmington
229091,77,61,94,Affinity_Wilmington
229095,52,61,96,Affinity_Wilmington
229097,85,66,93,Affinity_Wilmington
229290,83,71,96,Affinity_Wilmington
229354,87,74,91,Affinity_Wilmington
229450,61,56,94,Affinity_Wilmington
229550,84,80,95,Affinity_Wilmington
229607,90,82,92,Affinity_Wilmington
229665,88,81,96,Affinity_Wilmington
229716,84,55,85,Affinity_Wilmington
229719,75,62,95,Affinity_Wilmington
229762,82,69,78,Affinity_Wilmington
229769,86,79,94,Affinity_Wilmington
229770,86,82,96,Affinity_Wilmington
229771,81,77,96,Affinity_Wilmington
229772,93,88,91,Affinity_Wilmington
229779,74,50,96,Affinity_Wilmington
229788,86,64,86,Affinity_Wilmington
229789,86,75,94,Affinity_Wilmington
229857,80,61,95,Affinity_Wilmington
229867,73,52,73,Affinity_Wilmington
229947,61,57,60,Affinity_Wilmington
229986,61,32,94,Affinity_Wilmington
230173,60,55,95,Affinity_Wilmington
230189,90,85,95,Affinity_Wilmington
230208,82,78,90,Affinity_Wilmington
230214,82,33,95,Affinity_Wilmington
230228,71,30,81,Affinity_Wilmington
230230,89,77,84,Affinity_Wilmington
230234,81,72,93,Affinity_Wilmington
230235,87,80,92,Affinity_Wilmington
230236,89,83,94,Affinity_Wilmington
230238,87,82,96,Affinity_Wilmington
230245,92,88,96,Affinity_Wilmington
230250,76,64,89,Affinity_Wilmington
230251,83,70,86,Affinity_Wilmington
230403,63,45,81,Affinity_Wilmington
230448,64,54,95,Affinity_Wilmington
230459,87,81,96,Affinity_Wilmington
230640,64,51,96,Affinity_Wilmington
230647,50,36,88,Affinity_Wilmington
230690,50,36,95,Affinity_Wilmington
230708,73,63,96,Affinity_Wilmington
230709,71,62,96,Affinity_Wilmington
230712,74,65,96,Affinity_Wilmington
230713,57,45,94,Affinity_Wilmington
230728,64,56,96,Affinity_Wilmington
230730,88,82,96,Affinity_Wilmington
230747,83,76,96,Affinity_Wilmington
230799,88,74,96,Affinity_Wilmington
230802,53,45,93,Affinity_Wilmington
230810,86,79,89,Affinity_Wilmington
230811,65,51,95,Affinity_Wilmington
230837,83,45,77,Affinity_Wilmington
230867,85,78,95,Affinity_Wilmington
230909,92,76,90,Affinity_Wilmington
230911,90,68,96,Affinity_Wilmington
230915,82,66,96,Affinity_Wilmington
230922,73,63,96,Affinity_Wilmington
230927,67,61,96,Affinity_Wilmington
231055,83,76,93,Affinity_Wilmington
231096,83,78,96,Affinity_Wilmington
231111,83,70,88,Affinity_Wilmington
231123,46,37,96,Affinity_Wilmington
231125,81,75,77,Affinity_Wilmington
231249,87,78,85,Affinity_Wilmington
231292,83,68,67,Affinity_Wilmington
231334,83,74,96,Affinity_Wilmington
231414,66,55,92,Affinity_Wilmington
231496,50,63,55,Affinity_Wilmington
231507,88,57,85,Affinity_Wilmington
231576,63,58,96,Affinity_Wilmington
231635,82,78,96,Affinity_Wilmington
231636,74,47,96,Affinity_Wilmington
231642,78,64,91,Affinity_Wilmington
231643,70,63,92,Affinity_Wilmington
231644,81,51,95,Affinity_Wilmington
231645,66,51,95,Affinity_Wilmington
231646,84,78,96,Affinity_Wilmington
231648,79,70,89,Affinity_Wilmington
231654,77,61,85,Affinity_Wilmington
231655,65,46,92,Affinity_Wilmington
231659,76,54,96,Affinity_Wilmington
231663,82,73,96,Affinity_Wilmington
231668,81,70,95,Affinity_Wilmington
231670,82,76,95,Affinity_Wilmington
231672,87,71,91,Affinity_Wilmington
231673,85,76,94,Affinity_Wilmington
231677,74,62,96,Affinity_Wilmington
231682,79,65,83,Affinity_Wilmington
231683,68,54,92,Affinity_Wilmington
231708,77,53,96,Affinity_Wilmington
231763,84,75,95,Affinity_Wilmington
231767,85,76,96,Affinity_Wilmington
231854,88,83,95,Affinity_Wilmington
231885,73,59,95,Affinity_Wilmington
231977,75,70,95,Affinity_Wilmington
232014,61,51,93,Affinity_Wilmington
232032,69,58,94,Affinity_Wilmington
232033,64,59,95,Affinity_Wilmington
232085,91,81,96,Affinity_Wilmington
232086,80,55,64,Affinity_Wilmington
232120,57,48,93,Affinity_Wilmington
232189,90,85,96,Affinity_Wilmington
232218,88,83,96,Affinity_Wilmington
232230,81,75,94,Affinity_Wilmington
232483,80,55,64,Affinity_Wilmington
232484,71,56,94,Affinity_Wilmington
232485,79,61,96,Affinity_Wilmington
232487,79,61,96,Affinity_Wilmington
232490,58,49,96,Affinity_Wilmington
232574,87,71,78,Affinity_Wilmington
232622,86,69,96,Affinity_Wilmington
232642,73,56,70,Affinity_Wilmington
232752,74,65,96,Affinity_Wilmington
232781,71,55,71,Affinity_Wilmington
232787,75,69,95,Affinity_Wilmington
232789,91,54,92,Affinity_Wilmington
232791,74,49,90,Affinity_Wilmington
232793,86,56,96,Affinity_Wilmington
232796,72,49,90,Affinity_Wilmington
232893,80,62,83,Affinity_Wilmington
232894,77,53,88,Affinity_Wilmington
232895,76,46,85,Affinity_Wilmington
232896,74,52,93,Affinity_Wilmington
232898,84,68,93,Affinity_Wilmington
232904,88,76,96,Affinity_Wilmington
232914,83,64,91,Affinity_Wilmington
232973,86,76,85,Affinity_Wilmington
232980,91,81,95,Affinity_Wilmington
233060,69,23,92,Affinity_Wilmington
233063,78,71,93,Affinity_Wilmington
233065,71,52,92,Affinity_Wilmington
233067,87,80,86,Affinity_Wilmington
233068,91,80,96,Affinity_Wilmington
233075,82,61,96,Affinity_Wilmington
233077,83,65,96,Affinity_Wilmington
233078,73,52,70,Affinity_Wilmington
233160,87,72,84,Affinity_Wilmington
233161,86,69,92,Affinity_Wilmington
233164,87,26,96,Affinity_Wilmington
233168,82,31,96,Affinity_Wilmington
233177,88,82,96,Affinity_Wilmington
233251,63,51,93,Affinity_Wilmington
233278,87,64,96,Affinity_Wilmington
233326,71,57,63,Affinity_Wilmington
233368,89,83,95,Affinity_Wilmington
233412,81,64,95,Affinity_Wilmington
233430,69,34,91,Affinity_Wilmington
233431,82,72,95,Affinity_Wilmington
233432,71,38,92,Affinity_Wilmington
233434,83,72,95,Affinity_Wilmington
233436,81,71,94,Affinity_Wilmington
233439,84,65,96,Affinity_Wilmington
233472,85,78,96,Affinity_Wilmington
233473,91,79,91,Affinity_Wilmington
233499,89,84,95,Affinity_Wilmington
233502,68,46,92,Affinity_Wilmington
233504,82,72,94,Affinity_Wilmington
233506,82,72,86,Affinity_Wilmington
233507,87,80,96,Affinity_Wilmington
233573,71,69,95,Affinity_Wilmington
233579,46,25,90,Affinity_Wilmington
233581,77,55,96,Affinity_Wilmington
233582,77,63,96,Affinity_Wilmington
233593,83,72,86,Affinity_Wilmington
233594,87,80,96,Affinity_Wilmington
233604,87,78,95,Affinity_Wilmington
233619,77,68,75,Affinity_Wilmington
233632,87,80,96,Affinity_Wilmington
233649,81,62,85,Affinity_Wilmington
233653,59,48,95,Affinity_Wilmington
233781,84,65,86,Affinity_Wilmington
233806,62,40,93,Affinity_Wilmington
233831,93,83,93,Affinity_Wilmington
233876,89,84,95,Affinity_Wilmington
233904,86,81,94,Affinity_Wilmington
233905,82,72,96,Affinity_Wilmington
233906,71,56,94,Affinity_Wilmington
233926,58,51,96,Affinity_Wilmington
233930,72,57,91,Affinity_Wilmington
233932,76,64,96,Affinity_Wilmington
233973,83,78,94,Affinity_Wilmington
233974,83,74,96,Affinity_Wilmington
233975,82,74,96,Affinity_Wilmington
233976,82,74,96,Affinity_Wilmington
233977,82,67,94,Affinity_Wilmington
233979,87,80,96,Affinity_Wilmington
233981,82,72,96,Affinity_Wilmington
234095,83,71,96,Affinity_Wilmington
234118,75,57,94,Affinity_Wilmington
234131,84,67,94,Affinity_Wilmington
234135,81,63,96,Affinity_Wilmington
234143,86,78,96,Affinity_Wilmington
234144,84,76,74,Affinity_Wilmington
234147,91,72,88,Affinity_Wilmington
234157,82,68,73,Affinity_Wilmington
234164,87,79,96,Affinity_Wilmington
234283,74,69,95,Affinity_Wilmington
234379,82,74,96,Affinity_Wilmington
234382,82,74,94,Affinity_Wilmington
234403,81,67,95,Affinity_Wilmington
234455,81,63,93,Affinity_Wilmington
234569,83,65,96,Affinity_Wilmington
234667,66,42,93,Affinity_Wilmington
234669,68,53,95,Affinity_Wilmington
234671,69,58,88,Affinity_Wilmington
234674,50,40,57,Affinity_Wilmington
234680,83,72,96,Affinity_Wilmington
234682,83,72,96,Affinity_Wilmington
234686,52,24,90,Affinity_Wilmington
234688,80,71,91,Affinity_Wilmington
234713,92,86,86,Affinity_Wilmington
234717,91,78,85,Affinity_Wilmington
234749,81,57,94,Affinity_Wilmington
234754,85,75,89,Affinity_Wilmington
234763,85,82,96,Affinity_Wilmington
234770,82,78,96,Affinity_Wilmington
234771,82,78,96,Affinity_Wilmington
234820,93,83,88,Affinity_Wilmington
234822,91,76,86,Affinity_Wilmington
234824,78,65,96,Affinity_Wilmington
234831,52,41,88,Affinity_Wilmington
234843,79,68,95,Affinity_Wilmington
234894,67,53,95,Affinity_Wilmington
234895,90,78,96,Affinity_Wilmington
234896,85,78,95,Affinity_Wilmington
234898,82,74,96,Affinity_Wilmington
234899,52,40,88,Affinity_Wilmington
234904,78,60,93,Affinity_Wilmington
234905,78,60,93,Affinity_Wilmington
234913,67,38,88,Affinity_Wilmington
234915,89,71,88,Affinity_Wilmington
234951,81,55,96,Affinity_Wilmington
234964,88,76,95,Affinity_Wilmington
234965,85,81,95,Affinity_Wilmington
235177,89,86,96,Affinity_Wilmington
235216,88,81,96,Affinity_Wilmington
235217,83,72,96,Affinity_Wilmington
235319,78,52,95,Affinity_Wilmington
235322,80,67,85,Affinity_Wilmington
235325,80,29,89,Affinity_Wilmington
235328,65,34,94,Affinity_Wilmington
235332,85,81,96,Affinity_Wilmington
235335,77,56,96,Affinity_Wilmington
235345,87,77,87,Affinity_Wilmington
235383,66,44,95,Affinity_Wilmington
235394,83,71,81,Affinity_Wilmington
235454,84,67,96,Affinity_Wilmington
235483,87,76,96,Affinity_Wilmington
235501,86,72,84,Affinity_Wilmington
235532,65,43,96,Affinity_Wilmington
235646,80,61,95,Affinity_Wilmington
235682,85,81,93,Affinity_Wilmington
235685,84,73,96,Affinity_Wilmington
235735,81,79,90,Affinity_Wilmington
235746,78,57,89,Affinity_Wilmington
235748,71,51,95,Affinity_Wilmington
235753,79,77,91,Affinity_Wilmington
235754,81,68,95,Affinity_Wilmington
235759,75,51,95,Affinity_Wilmington
235761,81,66,96,Affinity_Wilmington
235764,80,62,94,Affinity_Wilmington
235766,72,51,82,Affinity_Wilmington
235771,85,60,82,Affinity_Wilmington
235772,82,76,96,Affinity_Wilmington
235866,86,62,86,Affinity_Wilmington
235873,73,60,96,Affinity_Wilmington
235979,74,57,70,Affinity_Wilmington
235996,87,81,67,Affinity_Wilmington
235998,81,62,72,Affinity_Wilmington
235999,81,56,92,Affinity_Wilmington
236000,79,76,92,Affinity_Wilmington
236001,86,77,96,Affinity_Wilmington
236003,84,73,95,Affinity_Wilmington
236064,76,69,95,Affinity_Wilmington
236068,82,75,92,Affinity_Wilmington
236071,74,61,91,Affinity_Wilmington
236073,82,75,94,Affinity_Wilmington
236074,75,61,93,Affinity_Wilmington
236078,70,60,94,Affinity_Wilmington
236158,84,77,82,Affinity_Wilmington
236160,86,83,96,Affinity_Wilmington
236416,91,81,91,Affinity_Wilmington
236421,82,69,86,Affinity_Wilmington
236439,46,45,75,Affinity_Wilmington
236441,70,47,53,Affinity_Wilmington
236456,74,56,59,Affinity_Wilmington
236462,79,67,96,Affinity_Wilmington
236527,90,75,92,Affinity_Wilmington
236599,85,66,96,Affinity_Wilmington
236624,81,74,91,Affinity_Wilmington
236627,66,53,95,Affinity_Wilmington
236633,75,47,92,Affinity_Wilmington
236634,75,47,92,Affinity_Wilmington
236638,87,79,95,Affinity_Wilmington
236641,78,56,69,Affinity_Wilmington
236644,57,20,87,Affinity_Wilmington
236824,81,75,96,Affinity_Wilmington
236837,72,55,96,Affinity_Wilmington
236943,68,40,89,Affinity_Wilmington
236945,78,68,90,Affinity_Wilmington
236955,81,74,92,Affinity_Wilmington
237072,90,75,96,Affinity_Wilmington
237174,91,87,95,Affinity_Wilmington
237319,72,57,87,Affinity_Wilmington
237429,75,33,93,Affinity_Wilmington
237431,78,64,95,Affinity_Wilmington
237448,82,68,96,Affinity_Wilmington
237450,72,52,92,Affinity_Wilmington
237452,68,53,89,Affinity_Wilmington
237455,76,62,95,Affinity_Wilmington
237457,81,76,96,Affinity_Wilmington
237459,70,52,96,Affinity_Wilmington
237461,75,59,56,Affinity_Wilmington
237462,72,49,69,Affinity_Wilmington
237463,70,52,93,Affinity_Wilmington
237505,82,60,96,Affinity_Wilmington
237670,83,68,85,Affinity_Wilmington
237766,88,66,95,Affinity_Wilmington
237773,73,66,95,Affinity_Wilmington
237776,73,57,91,Affinity_Wilmington
237794,83,71,90,Affinity_Wilmington
237815,83,69,96,Affinity_Wilmington
237823,83,65,94,Affinity_Wilmington
237825,81,58,94,Affinity_Wilmington
237826,75,57,92,Affinity_Wilmington
237828,88,83,96,Affinity_Wilmington
237948,60,36,78,Affinity_Wilmington
238069,79,76,96,Affinity_Wilmington
238085,77,58,74,Affinity_Wilmington
238086,87,82,95,Affinity_Wilmington
238092,63,55,95,Affinity_Wilmington
238138,90,79,85,Affinity_Wilmington
238146,80,77,96,Affinity_Wilmington
238168,87,76,84,Affinity_Wilmington
238171,91,87,80,Affinity_Wilmington
238189,83,67,89,Affinity_Wilmington
238211,82,72,94,Affinity_Wilmington
238263,90,87,96,Affinity_Wilmington
238302,79,73,93,Affinity_Wilmington
238394,67,58,95,Affinity_Wilmington
238409,83,67,95,Affinity_Wilmington
238421,71,62,96,Affinity_Wilmington
238644,79,73,93,Affinity_Wilmington
238676,82,75,96,Affinity_Wilmington
238716,75,72,93,Affinity_Wilmington
238758,83,73,87,Affinity_Wilmington
238759,82,73,95,Affinity_Wilmington
238766,75,22,91,Affinity_Wilmington
238767,86,81,93,Affinity_Wilmington
238778,75,23,91,Affinity_Wilmington
238789,75,57,94,Affinity_Wilmington
238799,76,64,92,Affinity_Wilmington
238804,78,67,92,Affinity_Wilmington
238828,87,77,96,Affinity_Wilmington
238829,85,74,96,Affinity_Wilmington
238830,88,82,96,Affinity_Wilmington
238831,86,56,96,Affinity_Wilmington
238832,87,63,96,Affinity_Wilmington
238833,90,84,96,Affinity_Wilmington
238834,75,62,96,Affinity_Wilmington
238874,85,68,86,Affinity_Wilmington
238894,74,60,96,Affinity_Wilmington
238946,79,62,79,Affinity_Wilmington
238948,75,55,93,Affinity_Wilmington
238996,86,57,96,Affinity_Wilmington
239024,90,73,86,Affinity_Wilmington
239030,86,60,96,Affinity_Wilmington
239031,84,33,86,Affinity_Wilmington
239059,64,49,91,Affinity_Wilmington
239061,84,67,95,Affinity_Wilmington
239062,84,52,94,Affinity_Wilmington
239063,72,49,95,Affinity_Wilmington
239064,83,69,84,Affinity_Wilmington
239079,74,62,88,Affinity_Wilmington
239080,70,51,92,Affinity_Wilmington
239081,79,62,83,Affinity_Wilmington
239082,72,50,94,Affinity_Wilmington
239136,89,79,83,Affinity_Wilmington
239143,80,69,96,Affinity_Wilmington
239144,84,67,91,Affinity_Wilmington
239147,86,77,87,Affinity_Wilmington
239148,88,77,89,Affinity_Wilmington
239153,76,72,95,Affinity_Wilmington
239161,84,68,96,Affinity_Wilmington
239219,80,70,93,Affinity_Wilmington
239225,66,61,96,Affinity_Wilmington
239227,77,50,96,Affinity_Wilmington
239228,78,52,96,Affinity_Wilmington
239230,77,62,95,Affinity_Wilmington
239235,83,70,88,Affinity_Wilmington
239236,82,69,96,Affinity_Wilmington
239239,81,65,96,Affinity_Wilmington
239240,84,66,95,Affinity_Wilmington
239252,83,69,96,Affinity_Wilmington
239253,81,67,96,Affinity_Wilmington
239262,89,81,95,Affinity_Wilmington
239279,77,69,90,Affinity_Wilmington
239313,72,68,96,Affinity_Wilmington
239392,78,75,96,Affinity_Wilmington
239406,79,62,81,Affinity_Wilmington
239407,85,74,95,Affinity_Wilmington
239412,85,71,95,Affinity_Wilmington
239414,85,69,96,Affinity_Wilmington
239418,76,73,95,Affinity_Wilmington
239420,71,65,95,Affinity_Wilmington
239421,79,71,94,Affinity_Wilmington
239473,76,65,92,Affinity_Wilmington
239482,78,46,90,Affinity_Wilmington
239507,89,82,95,Affinity_Wilmington
239526,91,84,89,Affinity_Wilmington
239533,79,58,96,Affinity_Wilmington
239549,87,80,96,Affinity_Wilmington
239551,74,48,94,Affinity_Wilmington
239553,79,57,94,Affinity_Wilmington
239557,76,39,94,Affinity_Wilmington
239558,55,28,93,Affinity_Wilmington
239559,86,67,96,Affinity_Wilmington
239560,66,30,85,Affinity_Wilmington
239563,80,27,95,Affinity_Wilmington
239564,78,74,96,Affinity_Wilmington
239565,58,43,92,Affinity_Wilmington
239566,66,49,96,Affinity_Wilmington
239567,63,38,77,Affinity_Wilmington
239569,75,59,92,Affinity_Wilmington
239570,67,55,92,Affinity_Wilmington
239571,71,60,95,Affinity_Wilmington
239615,86,76,92,Affinity_Wilmington
239639,84,69,90,Affinity_Wilmington
239660,88,84,96,Affinity_Wilmington
239662,87,77,93,Affinity_Wilmington
239667,79,67,62,Affinity_Wilmington
239669,86,79,96,Affinity_Wilmington
239750,71,52,93,Affinity_Wilmington
239762,87,82,96,Affinity_Wilmington
239766,74,69,95,Affinity_Wilmington
239831,75,67,95,Affinity_Wilmington
239833,91,83,86,Affinity_Wilmington
239836,83,74,86,Affinity_Wilmington
239839,83,74,86,Affinity_Wilmington
240016,79,70,96,Affinity_Wilmington
240017,87,82,95,Affinity_Wilmington
240151,87,79,92,Affinity_Wilmington
240159,76,63,94,Affinity_Wilmington
240160,66,47,92,Affinity_Wilmington
240162,79,67,94,Affinity_Wilmington
240163,77,65,95,Affinity_Wilmington
240165,78,69,94,Affinity_Wilmington
240167,80,70,96,Affinity_Wilmington
240168,87,71,95,Affinity_Wilmington
240169,80,49,96,Affinity_Wilmington
240178,81,55,90,Affinity_Wilmington
240181,86,75,96,Affinity_Wilmington
240224,89,84,95,Affinity_Wilmington
240351,78,62,74,Affinity_Wilmington
